method,rtt_ms,method_time,upload_wait_time,upload_latency_time,upload_transfer_time,upload_payload_bytes,uplink_transfer_time,network_wait_time,downlink_transfer_time,downlink_payload_bytes,target_verify_mode,upload_token_bytes,upload_bandwidth_mbps,uplink_bandwidth_mbps,downlink_token_bytes,downlink_fixed_bytes,downlink_bandwidth_mbps,temperature,top_k,top_p,sampling_filter,stochastic_seed,seed_strategy,upload_wait_share_percent,upload_wait_per_round_ms,upload_wait_per_generated_token_ms,speedup_vs_target_only
target-only-sampling / kv-cache,200.0,0.9544175527989864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,4010142,per-repeat,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.926321839913726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,4020149,per-repeat,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9653419144451618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,5000138,per-repeat,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9584648478776217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,5010145,per-repeat,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9455852285027504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,5020152,per-repeat,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9461943227797748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,6000141,per-repeat,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9732606802135706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,6010148,per-repeat,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9423514101654292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,6020155,per-repeat,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,1.0634306203573942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,7000144,per-repeat,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.929067261517048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,7010151,per-repeat,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,1.3383375499397516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,7020158,per-repeat,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,1.135969432070851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,8000147,per-repeat,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9645480401813984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,8010154,per-repeat,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9449938833713531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,8020161,per-repeat,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9957734402269124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,9000150,per-repeat,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,1.1239293161779642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,9010157,per-repeat,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,1.1003812849521637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,9020164,per-repeat,0.0,0.0,0.0,1.0
traditional-spec-sampling / kv-cache,0.0,4.218392645940185,0.0004799999999999,0.0,0.0003135999999999,392.0,0.0003135999999999,0.0,0.0001663999999999,208.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,123,per-repeat,0.011378741627142175,0.018461538461534616,0.014999999999996875,0.2257041074656246
traditional-spec-sampling / kv-cache,0.0,4.398023759946227,0.0004863999999999,0.0,0.0003199999999999,400.0,0.0003199999999999,0.0,0.0001663999999999,208.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,10130,per-repeat,0.01105951278457502,0.01870769230768846,0.015199999999996874,0.2219530859930376
traditional-spec-sampling / kv-cache,0.0,3.934120127931237,0.0004415999999999,0.0,0.0002879999999999,360.0,0.0002879999999999,0.0,0.0001535999999999,192.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,20137,per-repeat,0.011224873304316612,0.018399999999995833,0.013799999999996874,0.2367366626598119
traditional-spec-sampling / kv-cache,0.0,5.907414434477687,0.0005183999999999,0.0,0.0003391999999999,424.0,0.0003391999999999,0.0,0.0001791999999999,224.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,1000126,per-repeat,0.008775412758826274,0.018514285714282142,0.016199999999996873,0.2128704769928106
traditional-spec-sampling / kv-cache,0.0,4.208413194864988,0.0004799999999999,0.0,0.0003135999999999,392.0,0.0003135999999999,0.0,0.0001663999999999,208.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,1010133,per-repeat,0.011405724147657014,0.018461538461534616,0.014999999999996875,0.2274462026689217
traditional-spec-sampling / kv-cache,0.0,4.464898020029068,0.0005119999999999,0.0,0.0003391999999999,424.0,0.0003391999999999,0.0,0.0001727999999999,216.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,1020140,per-repeat,0.011467227195405612,0.01896296296295926,0.015999999999996874,0.2206448099818928
traditional-spec-sampling / kv-cache,0.0,4.315288219600916,0.0005023999999999,0.0,0.0003295999999999,412.0,0.0003295999999999,0.0,0.0001727999999999,216.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,2000129,per-repeat,0.011642327799054003,0.018607407407403704,0.015699999999996876,0.2167809741759742
traditional-spec-sampling / kv-cache,0.0,4.732260899618268,0.0005439999999999,0.0,0.0003583999999999,448.0,0.0003583999999999,0.0,0.0001855999999999,232.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,2010136,per-repeat,0.011495562301811852,0.018758620689651728,0.016999999999996875,0.2052686756363712
traditional-spec-sampling / kv-cache,0.0,4.034792572259903,0.0004447999999999,0.0,0.0002911999999999,364.0,0.0002911999999999,0.0,0.0001535999999999,192.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,2020143,per-repeat,0.011024110707896089,0.018533333333329165,0.013899999999996875,0.2456652380242554
traditional-spec-sampling / kv-cache,0.0,4.277871800586581,0.0004863999999999,0.0,0.0003199999999999,400.0,0.0003199999999999,0.0,0.0001663999999999,208.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,3000132,per-repeat,0.011370139702017364,0.01870769230768846,0.015199999999996874,0.218041378769951
traditional-spec-sampling / kv-cache,0.0,5.993199529126287,0.0005375999999999,0.0,0.0003519999999999,440.0,0.0003519999999999,0.0,0.0001855999999999,232.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,3010139,per-repeat,0.00897016689311316,0.01853793103447931,0.016799999999996873,0.2245952498298907
traditional-spec-sampling / kv-cache,0.0,4.279292896389961,0.0004831999999999,0.0,0.0003167999999999,396.0,0.0003167999999999,0.0,0.0001663999999999,208.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,3020146,per-repeat,0.011291585121633778,0.01858461538461154,0.015099999999996876,0.236935934197856
traditional-spec-sampling / kv-cache,0.0,4.672487080097199,0.0004703999999999,0.0,0.0003103999999999,388.0,0.0003103999999999,0.0,0.0001599999999999,200.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,4000135,per-repeat,0.010067443567765082,0.018815999999996,0.014699999999996874,0.204667914864942
traditional-spec-sampling / kv-cache,0.0,4.543609499931336,0.0005087999999999,0.0,0.0003359999999999,420.0,0.0003359999999999,0.0,0.0001727999999999,216.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,4010142,per-repeat,0.01119814543938226,0.01884444444444074,0.015899999999996875,0.210057125906927
traditional-spec-sampling / kv-cache,0.0,4.421802576631308,0.0004799999999999,0.0,0.0003135999999999,392.0,0.0003135999999999,0.0,0.0001663999999999,208.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,4020149,per-repeat,0.010855301467701023,0.018461538461534616,0.014999999999996875,0.209489642257939
traditional-spec-sampling / kv-cache,0.0,4.419268319383264,0.0005023999999999,0.0,0.0003295999999999,412.0,0.0003295999999999,0.0,0.0001727999999999,216.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,5000138,per-repeat,0.01136839774576107,0.018607407407403704,0.015699999999996876,0.218439308202015
traditional-spec-sampling / kv-cache,0.0,4.380834903568029,0.0004671999999999,0.0,0.0003071999999999,384.0,0.0003071999999999,0.0,0.0001599999999999,200.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,5010145,per-repeat,0.010664633803464786,0.018687999999996,0.014599999999996876,0.2187858864749701
traditional-spec-sampling / kv-cache,0.0,4.501447277143598,0.0004799999999999,0.0,0.0003135999999999,392.0,0.0003135999999999,0.0,0.0001663999999999,208.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,5020152,per-repeat,0.010663237186785067,0.018461538461534616,0.014999999999996875,0.2100624910801517
traditional-spec-sampling / kv-cache,0.0,4.300629064440727,0.0004831999999999,0.0,0.0003167999999999,396.0,0.0003167999999999,0.0,0.0001663999999999,208.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,6000141,per-repeat,0.011235565605859511,0.01858461538461154,0.015099999999996876,0.2200130047492998
traditional-spec-sampling / kv-cache,0.0,3.648471336811781,0.0004127999999999,0.0,0.0002719999999999,340.0,0.0002719999999999,0.0,0.0001407999999999,176.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,6010148,per-repeat,0.011314327615373992,0.018763636363631816,0.012899999999996874,0.266758483311549
traditional-spec-sampling / kv-cache,0.0,4.060870746150613,0.0004607999999999,0.0,0.0003007999999999,376.0,0.0003007999999999,0.0,0.0001599999999999,200.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,6020155,per-repeat,0.011347320040577561,0.018431999999996,0.014399999999996875,0.2320564896232426
traditional-spec-sampling / kv-cache,0.0,4.080724485218525,0.0004607999999999,0.0,0.0003007999999999,376.0,0.0003007999999999,0.0,0.0001599999999999,200.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,7000144,per-repeat,0.01129211250769418,0.018431999999996,0.014399999999996875,0.2605984854428237
traditional-spec-sampling / kv-cache,0.0,4.104058584198356,0.0004607999999999,0.0,0.0003007999999999,376.0,0.0003007999999999,0.0,0.0001599999999999,200.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,7010151,per-repeat,0.0112279098981212,0.018431999999996,0.014399999999996875,0.2263776801564645
traditional-spec-sampling / kv-cache,0.0,4.428141867741942,0.0004607999999999,0.0,0.0003007999999999,376.0,0.0003007999999999,0.0,0.0001599999999999,200.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,7020158,per-repeat,0.010406170663969204,0.018431999999996,0.014399999999996875,0.3022345692420678
traditional-spec-sampling / kv-cache,0.0,4.09703005105257,0.0004415999999999,0.0,0.0002879999999999,360.0,0.0002879999999999,0.0,0.0001535999999999,192.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,8000147,per-repeat,0.01077853944191716,0.018399999999995833,0.013799999999996874,0.2772665608784121
traditional-spec-sampling / kv-cache,0.0,4.30506694689393,0.0004895999999999,0.0,0.0003231999999999,404.0,0.0003231999999999,0.0,0.0001663999999999,208.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,8010154,per-repeat,0.011372645444065448,0.018830769230765387,0.015299999999996875,0.2240494868209452
traditional-spec-sampling / kv-cache,0.0,4.169839985668659,0.0004543999999999,0.0,0.0003007999999999,376.0,0.0003007999999999,0.0,0.0001535999999999,192.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,8020161,per-repeat,0.010897300653301549,0.018933333333329166,0.014199999999996875,0.2266259344769119
traditional-spec-sampling / kv-cache,0.0,4.410291125997901,0.0004671999999999,0.0,0.0003071999999999,384.0,0.0003071999999999,0.0,0.0001599999999999,200.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,9000150,per-repeat,0.010593404985123024,0.018687999999996,0.014599999999996876,0.2257840609108548
traditional-spec-sampling / kv-cache,0.0,3.846078528091312,0.0004127999999999,0.0,0.0002719999999999,340.0,0.0002719999999999,0.0,0.0001407999999999,176.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,9010157,per-repeat,0.010733010181275723,0.018763636363631816,0.012899999999996874,0.2922273448056026
traditional-spec-sampling / kv-cache,0.0,4.193359442055225,0.0004447999999999,0.0,0.0002911999999999,364.0,0.0002911999999999,0.0,0.0001535999999999,192.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,9020164,per-repeat,0.010607247152223543,0.018533333333329165,0.013899999999996875,0.2624104373015186
traditional-spec-sampling / kv-cache,5.0,4.540911231189966,0.13048,0.13,0.0003135999999999,392.0,0.0003135999999999,0.13,0.0001663999999999,208.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,123,per-repeat,2.8734320790897105,5.01846153846154,4.077500000000001,0.2096734550879955
traditional-spec-sampling / kv-cache,5.0,4.586383106186986,0.1304864,0.13,0.0003199999999999,400.0,0.0003199999999999,0.13,0.0001663999999999,208.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,10130,per-repeat,2.8450828676735513,5.018707692307693,4.0777,0.2128376376744333
traditional-spec-sampling / kv-cache,5.0,4.187317982316017,0.1204416,0.12,0.0002879999999999,360.0,0.0002879999999999,0.12,0.0001535999999999,192.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,20137,per-repeat,2.8763423391452925,5.0184,3.7638,0.2224217204240364
traditional-spec-sampling / kv-cache,5.0,5.591167030856013,0.1405184,0.14,0.0003391999999999,424.0,0.0003391999999999,0.14,0.0001791999999999,224.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,1000126,per-repeat,2.5132212867996984,5.018514285714286,4.3911999999999995,0.22491084983182
traditional-spec-sampling / kv-cache,5.0,4.575677301734686,0.13048,0.13,0.0003135999999999,392.0,0.0003135999999999,0.13,0.0001663999999999,208.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,1010133,per-repeat,2.851599695427248,5.01846153846154,4.077500000000001,0.2091903640300304
traditional-spec-sampling / kv-cache,5.0,4.72682623565197,0.135512,0.135,0.0003391999999999,424.0,0.0003391999999999,0.135,0.0001727999999999,216.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,1020140,per-repeat,2.8668707763764214,5.018962962962963,4.23475,0.2084181914256386
traditional-spec-sampling / kv-cache,5.0,4.740715377032757,0.1355024,0.135,0.0003295999999999,412.0,0.0003295999999999,0.135,0.0001727999999999,216.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,2000129,per-repeat,2.8582690421885606,5.018607407407407,4.23445,0.1973272617519404
traditional-spec-sampling / kv-cache,5.0,5.252875007688999,0.145544,0.145,0.0003583999999999,448.0,0.0003583999999999,0.145,0.0001855999999999,232.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,2010136,per-repeat,2.7707493474898435,5.018758620689656,4.54825,0.1849244320888162
traditional-spec-sampling / kv-cache,5.0,4.112021643668413,0.1204448,0.12,0.0002911999999999,364.0,0.0002911999999999,0.12,0.0001535999999999,192.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,2020143,per-repeat,2.929089640991016,5.018533333333334,3.7639,0.2410513279201641
traditional-spec-sampling / kv-cache,5.0,4.446173382923007,0.1304864,0.13,0.0003199999999999,400.0,0.0003199999999999,0.13,0.0001663999999999,208.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,3000132,per-repeat,2.9348023291483862,5.018707692307693,4.0777,0.2097878299536263
traditional-spec-sampling / kv-cache,5.0,5.222175665199757,0.1455376,0.145,0.0003519999999999,440.0,0.0003519999999999,0.145,0.0001855999999999,232.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,3010139,per-repeat,2.786915058600062,5.018537931034482,4.54805,0.2577554321840327
traditional-spec-sampling / kv-cache,5.0,4.537544520571828,0.1304832,0.13,0.0003167999999999,396.0,0.0003167999999999,0.13,0.0001663999999999,208.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,3020146,per-repeat,2.875634595064123,5.018584615384615,4.0775999999999994,0.223450867647824
traditional-spec-sampling / kv-cache,5.0,4.564989648759365,0.1254704,0.125,0.0003103999999999,388.0,0.0003103999999999,0.125,0.0001599999999999,200.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,4000135,per-repeat,2.7485363528502043,5.018816,3.9209500000000004,0.2094874822283052
traditional-spec-sampling / kv-cache,5.0,4.701888591051102,0.1355088,0.135,0.0003359999999999,420.0,0.0003359999999999,0.135,0.0001727999999999,216.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,4010142,per-repeat,2.882007886318446,5.018844444444444,4.23465,0.2029859989910198
traditional-spec-sampling / kv-cache,5.0,4.560997229069471,0.13048,0.13,0.0003135999999999,392.0,0.0003135999999999,0.13,0.0001663999999999,208.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,4020149,per-repeat,2.8607778835818403,5.01846153846154,4.077500000000001,0.2030963391097505
traditional-spec-sampling / kv-cache,5.0,5.860526917502284,0.1355024,0.135,0.0003295999999999,412.0,0.0003295999999999,0.135,0.0001727999999999,216.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,5000138,per-repeat,2.312119744648322,5.018607407407407,4.23445,0.1647193039182531
traditional-spec-sampling / kv-cache,5.0,5.017357606440783,0.1254672,0.125,0.0003071999999999,384.0,0.0003071999999999,0.125,0.0001599999999999,200.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,5010145,per-repeat,2.500662895523686,5.018688,3.92085,0.1910298055389235
traditional-spec-sampling / kv-cache,5.0,4.3752215430140495,0.13048,0.13,0.0003135999999999,392.0,0.0003135999999999,0.13,0.0001663999999999,208.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,5020152,per-repeat,2.9822489836734882,5.01846153846154,4.077500000000001,0.2161228224002905
traditional-spec-sampling / kv-cache,5.0,4.753149338066578,0.1304832,0.13,0.0003167999999999,396.0,0.0003167999999999,0.13,0.0001663999999999,208.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,6000141,per-repeat,2.745194621910958,5.018584615384615,4.0775999999999994,0.1990668198034473
traditional-spec-sampling / kv-cache,5.0,3.9711260199546814,0.1104128,0.11,0.0002719999999999,340.0,0.0002719999999999,0.11,0.0001407999999999,176.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,6010148,per-repeat,2.780390233026653,5.018763636363637,3.4504,0.2450843099219191
traditional-spec-sampling / kv-cache,5.0,4.33419481664896,0.1254608,0.125,0.0003007999999999,376.0,0.0003007999999999,0.125,0.0001599999999999,200.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,6020155,per-repeat,2.8946737585045077,5.018432000000001,3.92065,0.2174224856126842
traditional-spec-sampling / kv-cache,5.0,4.519922284409404,0.1254608,0.125,0.0003007999999999,376.0,0.0003007999999999,0.125,0.0001599999999999,200.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,7000144,per-repeat,2.7757291410242324,5.018432000000001,3.92065,0.2352763064147125
traditional-spec-sampling / kv-cache,5.0,4.476015668362379,0.1254608,0.125,0.0003007999999999,376.0,0.0003007999999999,0.125,0.0001599999999999,200.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,7010151,per-repeat,2.802957122933884,5.018432000000001,3.92065,0.2075656857244563
traditional-spec-sampling / kv-cache,5.0,4.351058911532164,0.1254608,0.125,0.0003007999999999,376.0,0.0003007999999999,0.125,0.0001599999999999,200.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,7020158,per-repeat,2.8834544084768727,5.018432000000001,3.92065,0.3075889288450188
traditional-spec-sampling / kv-cache,5.0,4.353054715320468,0.1204416,0.12,0.0002879999999999,360.0,0.0002879999999999,0.12,0.0001535999999999,192.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,8000147,per-repeat,2.7668294537192186,5.0184,3.7638,0.2609591439484633
traditional-spec-sampling / kv-cache,5.0,4.48046394996345,0.1304896,0.13,0.0003231999999999,404.0,0.0003231999999999,0.13,0.0001663999999999,208.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,8010154,per-repeat,2.9124126755012614,5.018830769230769,4.077800000000001,0.2152786075177029
traditional-spec-sampling / kv-cache,5.0,4.326630804687738,0.1204544,0.12,0.0003007999999999,376.0,0.0003007999999999,0.12,0.0001535999999999,192.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,8020161,per-repeat,2.7840230756341002,5.018933333333334,3.7642,0.2184133396238682
traditional-spec-sampling / kv-cache,5.0,4.451975649222732,0.1254672,0.125,0.0003071999999999,384.0,0.0003071999999999,0.125,0.0001599999999999,200.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,9000150,per-repeat,2.818236438959527,5.018688,3.92085,0.2236700105043845
traditional-spec-sampling / kv-cache,5.0,4.125922217965126,0.1104128,0.11,0.0002719999999999,340.0,0.0002719999999999,0.11,0.0001407999999999,176.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,9010157,per-repeat,2.676075654534631,5.018763636363637,3.4504,0.2724068115690939
traditional-spec-sampling / kv-cache,5.0,4.354098819196224,0.1204448,0.12,0.0002911999999999,364.0,0.0002911999999999,0.12,0.0001535999999999,192.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,9020164,per-repeat,2.7662394677168667,5.018533333333334,3.7639,0.2527230847634497
traditional-spec-sampling / kv-cache,10.0,5.0015012212097645,0.26048,0.2600000000000001,0.0003135999999999,392.0,0.0003135999999999,0.2600000000000001,0.0001663999999999,208.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,123,per-repeat,5.208036317083914,10.018461538461539,8.139999999999999,0.1903645535572193
traditional-spec-sampling / kv-cache,10.0,4.733234245330095,0.2604864,0.2600000000000001,0.0003199999999999,400.0,0.0003199999999999,0.2600000000000001,0.0001663999999999,208.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,10130,per-repeat,5.503349010393921,10.018707692307691,8.1402,0.2062342354498643
traditional-spec-sampling / kv-cache,10.0,5.1443558018654585,0.2404416,0.2400000000000001,0.0002879999999999,360.0,0.0002879999999999,0.2400000000000001,0.0001535999999999,192.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,20137,per-repeat,4.673891333737268,10.0184,7.5138,0.1810431675918498
traditional-spec-sampling / kv-cache,10.0,5.239305015653372,0.2805184000000001,0.2800000000000001,0.0003391999999999,424.0,0.0003391999999999,0.2800000000000001,0.0001791999999999,224.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,1000126,per-repeat,5.354114699600436,10.01851428571429,8.766200000000003,0.2400154456945013
traditional-spec-sampling / kv-cache,10.0,4.651982828974724,0.26048,0.2600000000000001,0.0003135999999999,392.0,0.0003135999999999,0.2600000000000001,0.0001663999999999,208.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,1010133,per-repeat,5.599332791548773,10.018461538461539,8.139999999999999,0.2057590570782021
traditional-spec-sampling / kv-cache,10.0,4.859180493280292,0.2705120000000001,0.2700000000000001,0.0003391999999999,424.0,0.0003391999999999,0.2700000000000001,0.0001727999999999,216.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,1020140,per-repeat,5.567029262940289,10.018962962962966,8.453500000000002,0.2027413010445291
traditional-spec-sampling / kv-cache,10.0,4.833650894463062,0.2705024000000001,0.2700000000000001,0.0003295999999999,412.0,0.0003295999999999,0.2700000000000001,0.0001727999999999,216.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,2000129,per-repeat,5.5962336938701975,10.01860740740741,8.453200000000002,0.1935332949193277
traditional-spec-sampling / kv-cache,10.0,5.616093151271343,0.2905440000000001,0.2900000000000001,0.0003583999999999,448.0,0.0003583999999999,0.2900000000000001,0.0001855999999999,232.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,2010136,per-repeat,5.173418463228805,10.018758620689658,9.079500000000003,0.1729645327215641
traditional-spec-sampling / kv-cache,10.0,4.536134405061603,0.2404448,0.2400000000000001,0.0002911999999999,364.0,0.0002911999999999,0.2400000000000001,0.0001535999999999,192.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,2020143,per-repeat,5.300654225141608,10.018533333333332,7.5139,0.2185138686668315
traditional-spec-sampling / kv-cache,10.0,4.861868966370821,0.2604864,0.2600000000000001,0.0003199999999999,400.0,0.0003199999999999,0.2600000000000001,0.0001663999999999,208.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,3000132,per-repeat,5.35774209057802,10.018707692307691,8.1402,0.1918507207933355
traditional-spec-sampling / kv-cache,10.0,5.662023758515716,0.2905376000000001,0.2900000000000001,0.0003519999999999,440.0,0.0003519999999999,0.2900000000000001,0.0001855999999999,232.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,3010139,per-repeat,5.131338411694757,10.018537931034487,9.079300000000003,0.2377319846989415
traditional-spec-sampling / kv-cache,10.0,4.902898902073503,0.2604832,0.2600000000000001,0.0003167999999999,396.0,0.0003167999999999,0.2600000000000001,0.0001663999999999,208.0,batch,4,10.0,10.0,4,4,10.0,1.0,0,0.0,full_distribution,3020146,per-repeat,5.31284052970862,10.018584615384617,8.1401,0.2067997485494969
